Tweet,Emotion
i had dream that dropped my iphone and it broke t_t cry iphone,fear
just feel awkward that m being timid to everyone,fear
the are playing antichrist why won sundarakarma play hustle it an outrage,anger
smackdev ptp start oh yeah,fear
i think what to really need to round it out is cthulhuamerica v smod twitter debate end on something joyful ya know,joy
wysdaily m confident they will never experience our success of last yr best they can hope for is to be another bournemouth,sadness
harking back to dt challenge to potus will give dt hearty thank you if he will release his tax return,joy
who afraid of the clown ncomment down there,fear
ntfc watched the cobbler load this season how is gorre pro footballler terrible,fear
menglishmusic thank you for the most fantastic evening it wa brilliant show you are truly sparkling talent night over too quickly,joy
once again the only thing on my feed is naay raging about something and my brother filling in all the gap,anger
how dad would feel knowing his daughter is getting dashed around for whine in the rave,sadness
terencecutcher tulsa the man onthe helicopter said he look like bad dude that is the problem when they see black they see bad sad,sadness
i only have to wave fiery cross and we will kin do this,anger
chelseafc let them know it the blue,sadness
carras still bright,joy
left my phone in mcds,fear
amwriting horror in the dark and loud creaking door noise is coming from the kitchen there are no door there to creak wtf,fear
mickxd know your furious am too but just stop fucking moaning we didn win until the th game last season and where we finished,anger
jaredwyand ilovetailgating the beak on that woman is almost a shocking a the low iq of her follower,fear
yannarell lolgop despite your outrage fatigue don lose your shine,anger
westelm tell me my order will ship on sept arriving by sept today is the lie terrible whereismyfurniture,fear
in the same speech however he did mention foreign hand and funding in terrorism in the country proudofyouprimeminister,fear
nytimes m trying to imagine the first response of president trump to an act of terror the thought itself terrorizes me,fear
watch this amazing live ly broadcast by mrgummyking lively musically,joy
watching melissamccarthy in spy she one of favorite actress last night wa watching her theboss hilarious just want to meet her,joy
regret for the thing we did can be tempered by time it is regret for the thing we did not do that is inconsolable sydney harris,sadness
rosyiiph glee glee glee glee glee glee lost lost lost lowe much,joy
josefcd reddou_kun deven_luca supersoniclemon he also like incurring lily wrath,anger
just watched django unchained other people may frown but titter in delight,anger
stackee charlie attempted to suffocate me with cushion for cheering so much at the great news,joy
i really hate mel and sue they think they re hilarious and they re just awful,fear
that last minute wa like watching horror show gbbo,fear
a life get longer awful feel softer well it feel pretty soft to me modestmouse modestmouseband,fear
the bitter the battle the sweeter the victory,anger
claireblair see that how you and michelle are so cheery,joy
that grudge you re holding keep making an appearance because god want you to deal with it,anger
dc_mma championsfight think shes afraid to fight holly one can only imagine what go through her head when she think of cyborg terror,fear
zinabukvic_ cheer up,joy
world is facing terrorism where terrorist school exist who are terrorist teacher amp father which is terrorist motherland,fear
shannonbeador we know the truth about her the public is figuring it out her word mean nothing unhappy mean troubled vile bully,sadness
i watch amyah throw temper tantrum when she get mad at something and m just like damnit that is me and can do nothing but laugh,anger
bts_twt people have so much negativity filled inside them but im always happy that in such gloomy world someone like exists namjoon,sadness
lindafrum sadly at least more year of this at what point will even the low info selfie lover who voted for them say enough is enough,sadness
about week till can pick up my camera again though think there is group cemetery shoot in october can make photography,fear
i have rage rage ep coming out soon ll keep you posted on it youtube youtubegaming rage,anger
wish wa kid again the only stressful part wa whether gabriella and troy would get back together or not hsm,fear
lady and gentleman nafter the tremendous success of panamaleaks nnow presenting bahamasleaks,fear
blessed are those who mourn for they will be comforted mt,sadness
think val might be going this week ll have to take the rest of the week off work to mourn m sure they ll understand gbbo,sadness
hedgegirl wa only joking don have any parent dark,sadness
thoroughly enjoying ahs tonight ahs horror americanhorrorstory,fear
im literally shaking bc im nervous and bc it fucking cold oh how love life,fear
henderson showing that when time are hard he leaf or go missing aflcatsswans seenitbefore lion blue,sadness
traditionalist say it should be bored by or bored with but not bored of rule cheerfully ignored,joy
wunderlisthelp are you guy still down when can we go up,fear
tutoring give me such an exhilarating feeling love helping people,joy
ffbren cdcarter included for maximum sadness,sadness
questlove when are people going to realize that these riot are just perpetuating hate saying you re going to boycott city lost,sadness
troyesivan m eating sushi m shaking for you,fear
breezyweekes hey breezy you wanna give me some of that coffee you posted on your snap please,joy
can even believe just seeing you set my anxiety off,fear
andrewspoooner wouldn cross the street to piss on it server if it wa on dire,fear
rooney whipping boy mufc sad,sadness
i really wanna go fright night at thorpe park next month,fear
wysdaily m confident they will never experience our success of last yr best they can hope for is to be another bournemouth sad,sadness
our tone of voice we re like one direction we re thoughtful and timid yet playful,joy
the underground at waterloo is not nice place to be at am on thursday somanypeople grim,sadness
we have all been there and wished we didn hilarious autocorrect fails,joy
inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about vawyzad,joy
tom phillips being all jovial at the start of this week show when joe is strutting out after that video package is quite the juxtaposition,joy
confiaejce come not from always being right but from not fearing to be wrong peter mcintyre,fear
ff n the_family_x n soul blue amp rock band n music from the heart nwith soul amp passion nxx xx,sadness
i wa literally shaking getting the ekg done lol,fear
watching it follows this is super freaky movie scary,fear
being abroad is causing me to make spontaneous decision and not worry about thing which is good but the type part of me is fuming,anger
patienceinbee camposanto but decided to be bit lackadaisical about getting dressed to get grocery,sadness
so tried to give her time to sober up while waiting at the our friend house hour later gal wake up out her nap to vomit again,sadness
onus is on pak to act against terror group which find safe haven and all type of support for cross border terror mea,fear
just seeing alex revells face get me angry,anger
toystoriesint they look fab they were made for the big screen can wait to see this evolve amp the bright future of these little toy people,joy
meghanemurphy oh gosh if you get raging comment from cruise fan will just die laughing,anger
jk started this week strong and it still going strong optimism,joy
tdsnation only good thing in madden is dc,anger
piie want to achieve to your level of optimism,joy
i have sleep cootie ni close my eye and dream that m awake weary sleepissues narcolepsy,sadness
my courage always rise at every attempt to intimidate me elizabeth bennett pride and prejudice quote courage faceyourfears,fear
sidviyer uff look at your arsenal fan cheering for every goal against united haha,joy
littlemore had nice italian ice cream whilst resting my tired paw honey flavoured naturally furrytails lost venice,sadness
good morning n leadership healthcareit socialmedia connector ceo writer ai eq security bigdata growthhacking tech fear,fear
mcauley_ross rojo is awful,fear
if someone keep laughing at you don fret at least r giving happiness quote quotestoliveby,anger
drinkin me some red wine amp listening to some fred mcdowell playing the blue he did not play no rocknroll fantastic noise justsaying,sadness
roguecoder we are in so much trouble don think the rev will see the funny side of our project nervous,fear
seanunfiltered texan are scared of this bunch intimidated,fear
pakistan continues to treat terror a matter of state policy say meaindia uriattack,fear
we in our own country are so divided in our approach so how could we fight terrorism and pakistani terrorism martyrsnotbeggars,fear
day of harvest listening to the sound of the chopper working it way closer to home at mountaindairy make me happy farm,joy
when walk in darkness of despondency sc verse ve memorized shine light in my heart ex lam despondency,sadness
so ef whichever butt wipe pulled the fire alarm in davis bc wa sound asleep pissed upset tired sad tired hangry,anger
if my luck the rest of fall go anything like today think m going to like this season bestdayever magic work snap,anger
twojacksdetail bluelivesmtr very rare an officer just shoot without regard they don want that on their conscience incite,anger
why would enrique sub off busquet,joy
r scared to present in front of the class severe anxiety whats that u sad sometimes go get ur depression checked out imediately,sadness
steenfox m feeling the exact same way also read this in akon voice it provided me with hearty chuckle,joy
panic attack are the worst feeling really sick and still shaking should be sleep anxiety depression,sadness
class is canceled due to funeral not sure if it appropriate to be happy or sad happy,joy
hey never know channel version of gbbo might actually be quite good few advert aren the end of the world,joy
walshfreedom sadly that idiot completely overlook the fact he had gun pointed at police are they that stupid that should be ignored,sadness
me wow today such good day an hour later burn food get sick spill boiling hot water on myself nme never mind,anger
dreamsandpocky like despite all my irritation towards ur ship at least it canon buckynat is canon and clintwanda is canon,anger
thou wilt be a valiant a the wrathful dove or most magnanimous mouse william shakesphere,anger
jamiesmart that wa shocking,fear
thinking about trying some comedy on youtube always been fond of it time to nut up laughter comedy maybeoneday hopefullyfunny lol,joy
the prospect of getting choked out by hot daddy tonight is sorta cheering me up but also kinda just wanna watch the new ahs episode lol,joy
day until gopackgo and day until gogipego m so excited smiling,joy
but the lady at the store said had nice eyelash so that good right optimism verizon,joy
zavvi zavvihelp only offering moth warranty pspro truth ripoff,fear
cnn please fire don lemon do not let him report on anymore protest he is horrible negative and run away from the issue at hand,fear
how can you blame the manager watching these player play it abysmal our team are dreadful if jose can save u no one can mufc,fear
i lost my wallet lol again,sadness
tomorrow is the day cut and dye my hair nervous excited,fear
the nd step to beating anxiety or depression is realising that it not about waiting for take action yourself now,sadness
lucidburrito doesnt do it to anyone else he literally pulled me into the office cause someone complained spit in the sink yesterday,sadness
very depressing seeing my whole fam packing to go on holiday tomorrow and m just staying here,sadness
hillaryclinton it your party that ha divided this nation you inflame the minority population a well a pander you are disgrace,anger
need new outlet for,anger
i too sober time to get shit faced,sadness
donating to trump put damper on very exciting cub season really bad look ricketts family,sadness
alicemazzy he wa more partisan on social issue few year back now he just concern troll the center left a chait doe the far left,fear
leveled at the half much better offense expected in the second half,anger
my eye have been dilated hate the world right now with the rage of thousand fiery dragon need drink,anger
overtime teamna wch,fear
ffs clan seriously never been so disheartened,sadness
ipes_ mourinho is horrid,fear
rils ppl get triggered over smiling they re irrelevant,joy
douglas_nat onenorth need it today do know how many fuckin french plait had to do this morn with stroppy yr old,anger
juliahb bloody right,anger
kerrybowen_ you have anger issue,anger
lost frequency janieck devy reality gestort aber geil remix is raging at shoutdrive,anger
rickygervais my first time in slough so checked out the new station floor lifeontheroad,sadness
corruptmelon now im feeling the,fear
happiness recipe an open mind laughter kind heart amp optimism,joy
nikesupport ok thats it after week not being able to sign in time to move on amp find another app will strongly discourage nikerun,fear
never switched up stayed down this the same person since day one,sadness
it really is amazing the money they give to some of these qb nfl texan brock terrible,fear
oh that cheery fucking note good night shit head x,joy
bobcesca_go sesmithesq ndidn florida teach you anything live here in palm beach county and lived through that nightmare,fear
rihababyj aw no problem just felt like speaking because felt the same before and want you to overcome it and not be discouraged,sadness
lowetide there is no room for joke in hockey this is serious business where we made up team to fill out the tournament,anger
this shit hurting my heart that how serious it is,sadness
don get weary in well doing faith god prayer,sadness
escotony sorry to hear about your experience however please do not hesitate to contact u via live chat or email at askdysonus dyson com,fear
groupon_uk who do contact about shocking experience with clear sky holiday booked through you guy customerservicefail dreadful,sadness
i forgot bb wa on tonight that is how much the real world ha been distracting me horrid,fear
damnnit gonna be pt shy on chief reward of getting post game photo,fear
cassidyyy_ literally nicole already had her chance and she played shitty both season,anger
tiller and breezy should do collab album rapping and singing prolly be fire,joy
kseniasolo hi little late to lost girl but think you awesome from south afrikaans,sadness
but uncle buck is on tho unclebuck,joy
dropped my phone in the sink earlier no sound but everythin else work prepared myself for life without music until put my earphone in,sadness
laray_jenkins sportsinsights yeah know it unless our offense can get something going that a big if,anger
groom gloom,sadness
ari look hilarious oh my d this is too much,joy
india should now react to the uri attack,anger
eugenelaverty worldsbk all the best moto gp is loosing very talented rider,fear
fantasygurusite knew you were going to do that would definitely buy if didn live in texas where you can play dfs so depress,sadness
janice griffith snap story,anger
from what know of the man have to assume that realdonaldtrump ha had heated argument with his own penis sad,sadness
colmorrisdavis rolling_ realdonaldtrump pbump he jubilant to hear the word that he probably us in secret heard out loud,joy
lbc can read this article but headline indicates horror story lock sick chavs up and throw away the key,fear
red_magpie ali_faceache joanna_caron kcbfd xmattxlawx he not exactly rabid tub thumper compared to mcternan now is he,anger
the kid at the pool yelling is about to get foot up his as shutup parent kid horrible,fear
nxrthstxr think it the daunting fact of the typical offer being those grade even though it been proven not to be the case exactly,fear
why are all of these people leaving blizzard it giving me frighten,fear
omg he kissed her shy w,fear
love being made to feel bad about being scared of the dark,sadness
holding grudge doesn make you strong it make you bitter forgiving doesn make you weak it set you free,anger
it my last week at cn m gonna be sad to leave but this will also be my first planned break since going into animation,sadness
well did hear once before that girl are attracted to men that look like their dad,sadness
head melted very tired but can sleep,fear
today ha been terrible but tonight will end better because get to see malik,fear
year today mark the anniversary of that horrid westgate attack in nairobi my heart out to all those of u who lost our family amp friend,fear
if you re unhappy with someone just fucking tell them you re unhappy and leave don go fuckin around with other people on the side,sadness
potus obama describes his temperament a steady amp on the buoyant side,joy
kikibug don look you ll only be very very unhappy n nngh got the email notif thank you,sadness
i ve never seen fast amp furious tokyo drift boutta watch it,anger
moment of levity on the b baby want isi give me isi nmom shh nbaby want isi nwest indian woman she want what nmom ice,joy
rosskemp great programme tonight sad upsetting extremeworld,sadness
lost lb since got married eating healthy amp ive gone from mile to mile in week areyousureimagedout fitness,sadness
man city kit is dreadful,sadness
my morning started off amazing hopefully the whole day is going a want it to go greatday,joy
just got done watching jeepers creeper it wa epic horror horrormoviesarebest movie movie horrorfilm,fear
dburka m not sure what worse that or the use of comic sans on website or anywhere else shudder comicsans,fear
dehydrated exhausted stressed but still blessed,joy
set goal to achieve something that so big so exhilarating that excites you amp scare you at the same time bobproctor,joy
bt_uk appointment booked between today waited in all day and nobody showed up also requested call back and never got one,fear
bridgetjonesbaby is the best thing ve seen in age so funny ve missed bridget love hilarious teammark,joy
justiceslut sadly this sort of poster died by the s afaik,sadness
quinn short hair make me sad,joy
summer officially end today sadness,sadness
y all shabazz name in my phone is easy breezy beautiful amp will not apologize,joy
riverajose happy birthday to my seed renewtherivalry imyourdaddy cantbeatme madden tater,anger
awareness of time is awareness of time lost awareness time,sadness
a remember and reflect on reginald denny on night much like this like charlotte think to myself the gun lobby must be rejoicing,joy
just reached k follower wow thanks blue mcfc ctid,sadness
the joyful tambourine have ceased the noise of the jubilant ha stopped the joyful lyre ha ceased isaiah,joy
good master vernon welcome nephew from bellario nthere is my lord that thou interrupt st our merriment,joy
trevorhmoore paget_old in scotland the right winger are the most rabid anti nationalist socialist are mostly in favour,anger
let go of the need to need and find your own joyous path through the richness that extends in every direction,joy
parisdennard why should listen to someone with tie like that awful,fear
away_label_not true indeed next time if these midnight hunger pang worry you then you can order delicious roll from trc via scootsyit,fear
if you invest in my new film will stop asking you to invest in my new film concession crime despair shortsightedness celebrity,sadness
hate being sober so popped two,sadness
finally have all my brace on and can stop smiling,joy
loueezecee don know how much more of that bloody pout can take,anger
chrisrock brings back great memory of hilarity on saturdaynightlive,joy
tweetingacct amandacarpenter teamtrump the pledge would have never have to be made if petulant child postrump didn threaten to run,fear
note to self stop laughing at thing that offend you it ok to get mad at people notetoself offended mad upset,anger
am watching bacheloretteau or zoolander samvrhys,joy
cc_yandian hillaryclinton her team must draw from hat for daily personality drugged yeller quiet screamer,anger
we re all in t discipleship training or detox for something messy cutoff choosefreedom cryout,fear
caseycdutch m_rath that what some rioter are doing,fear
ccgdavidson remember being awestruck looking around thinking you could fit the entire population of our town in here ten time over,fear
well that wa exhilarating didn know you could have goosebump for hr m straight,joy
buddha doesn posse enough power to deliver you from your affliction,sadness
wildrovertours thank you for follow and it good website you have and cheering with no hassle,joy
what to wear friday nspeaking in front of nervous,fear
forgiving mean operating with god spirit amp god isn unforgiving amp doesn hold grudge so who am exactly,anger
you fuck boy if you run drag route back to back in madden,anger
pakis are applauding sharif speech wonder how many really understood what he said nthey are very much excited and happy,joy
my morning started off amazing hopefully the whole day is going a want it to go greatday optimism,joy
lament nsaddened heart nso far amp nyet so near nthe year so ntough amp scarred nthis lonesome nroad nstill feared depression n poetry poem,sadness
the girl sitting in front of me is chewing her gum like cow amp im ready to snap,anger
maggyvaneijk old age no hope for the rest of u destined to become deatheaters by,fear
enjoyed seamlessly setting my alarm using okgoogle nougat just tell okgoogle what to do and she doe it personalassistant,fear
battlesmitten nother begin telling story he realized that she wa making an attempt at cheering him up it wa sweet of her and so,joy
word today amwriting horror novel magnitude total so far kish to go,fear
don put famous dex in tweet with breezy lol chris is that guy dex bitch lmao music as,joy
i have no alarm preset life will wakemeup,fear
it just begun lady and gent the war on racism ha begun sadness segregation continues smh,sadness
thank you pret giving me free coffee for bringing my reusable cup to the airport because it wa st time you saw one but depressing,sadness
kimly resent,anger
bbcnews scared of their own horror story they wrote afraid of the terror they spread will europe start ww in anniversary of ww,fear
tamrabarney shannonbeador rhoc_kellydodd tamra would her up if she swung on tamra nkelly is piece of needstobeadmitted bully,fear
anger is cheap and politeness is expensive don expect everybody to be polite thoughtfulthursday anger politeness,anger
job interview tomorrow bright side,joy
glasgow girl is real tonic stratfordeast an eclectic range of song barbed humour and eloquence in it fiery rage against injustice,anger
on the wheel a we grow older and become aware of ourselves a individual with dull responsibility in life,sadness
jedrivett charlescassidy_ jus see if you ever do anything you pussy don scare me look who chill with,fear
kitanoye hell is hot and boiling isi ewu,anger
body is sleepy but the mind is active so sad have to get ready for work in minute damn,fear
twitch how do stop that horror movie themed commercial suddenly hearing scream is really not making me want to watch twitch anxiety,fear
russbully ended up paying p for half tube of smarties don even get the pleasure of popping the plastic lid off either outrage,anger
coworker that happened to friend of mine once but with gun instead of baby workplace hilarity,joy
how is it suppose to work if you do that wtf dude thanks for pissing me off,anger
marcus roho is dreadful,fear
happiness is not having to set the alarm clock for the next day,fear
joyofbearding the haunting is my favorite horror movie too actually one of my favorite movie of all time no matter the genre,fear
newyork several baloch amp indian activist hold demonstration outside un headquarters demanding pak to stop exporting terror into india,fear
midgettamer raider mack_ make him be bully sit him in room by himself and let him look at debo all day,fear
embitteredicon sam grin against steve lip murmuring his word with playful tone you want the shirt off sure could accommodate,joy
why is iongroadhome so aesthetically pleasing every single day they re even pretty when they just woke up when they re tired just always,joy
no doubt smiling the best medicine,joy
strong hand moving to firmly grope each of whimsicallywild thigh squeezing a her digging nail extract growl from me,anger
feeling worthless a always,sadness
been while since been sober this life can be so hard,sadness
all brian doe is sleep and aggravate me,anger
dsdambuster just finally started homefronttherevolution what did you all do the story and gameplay terrible wasteofmoney,fear
and with rich fume his sullen sences cheer,sadness
kristenwacamera really enjoyed both episode had bit of gloomy day today but feel sense of inspiration from listening,sadness
it not the most comforting amp jubilant place to be but do find joy in doing what best for me and being passionate abt company keep,joy
time wound all heel n drunkjesus rt lol wisdom quote comedy self revenge grudge hate time funny politics trump potus,anger
nhlstorenyc cheering for teamna_wch and hc_men,joy
wine drunk is the worst version of myself ffs don even remember seeing basshunter,fear
faithstrust theecurrentyear imagine being this stupid for trying to chirp because of some racist prick,joy
second day on the job and already got dollar tip from dude whose wa constantly twitching his eye lololol cheering,joy
quinn short hair make me sad glee,joy
jasonbhampton it bower went and drove it for while this evening horrible,fear
i hate when people say need to talk to you or we need to talk my anxiety immediately go up,fear
geminiak londonnpc you re welcome wordgeek nalso good to put face to the twitter feed even if it wa only cheery hello,joy
recommended reading prisoner of hate by aaron beck,anger
mia ha the worst road rage have ever seen and she get so mad when put my hand on her window lol,anger
if have time open snap have time respond,anger
kateemick what nightmare,fear
lfc what an awful team,fear
i love how cheery and adoring jackhoward get every time he produce new content,joy
i get discouraged because try for fucking year contact with lady gaga but are thousand of tweet how she would see my tweet,sadness
refuse to let myself get discouraged,sadness
mrstarax plategotate yes am rejoicing,joy
moment of levity charlotte dude on rollerblade go skating through protester better if he wa wearing short short amp blowing whistle,joy
i wa just talking about it last week how doe your outside appearance ie dread lock affect the ability you have to work,fear
there go the butterfly in my stomach nervous anxietyproblems,fear
when mine pas know ll be inconsolable amp devastated for while,sadness
zak_atif two congressional hearing in usa stopped financial aid to pak and asked it to prove that it is doing enough to stop terrorism n,fear
corbyn loses and walk up to cry corbyn supporter and whisper n don mourn organise nand laugh and laugh,sadness
penny dreadful just cleaved off fraction of my heart,fear
this game ha pissed me off more than any other game this year my blood is boiling time to turn it off stlcards,anger
aerlingus business class los angeles to dublin destroyed luggage day customer response time unhappy customer,sadness
genevievepere swifttwinner wow you re calling me bully bc correct typo harsh,fear
jk_rowling riverfeather donald trump in the white house,fear
jamespiotr am working on feature right now about the preponderance of awful owner who are at war with fan so many to choose from,fear
someone need to tell candice she ll be stuck with that shitty pout if the wind change gbbo,sadness
susanbrodigan lyricconcert ha yes the look of despair,sadness
this fuck you is boiling up inside it not gonna be good when let it out,anger
hotelplanner stayed at hotel who packed picnic lunch to take on the road bettertogether redlizzy newfiechic ladybug_vic,sadness
piersgough on thoroughly lively and imaginative developer sager have always challenged u to do better and do better islingtonsq,joy
thevulcansalute just saw the save the day psa why were you in obvious tear doing it d have thought you be your cheerful self,joy
urgent need to get new job the constant gloom of my current one is getting bit ridiculous now,sadness
went a bodega incense lookd the si behind the counter amp it wa like mirror she said where from said here she said no originally,anger
i slugging vitamin pill by the handful like they were amp m when will this eternal winter end melbourne grim overit,sadness
i feel like singing the song human sadness by julian cassablancas and the voidz or some other sad music depression sad sadness,sadness
punishedsnek in the final analysis the non white global majority will not fret over the ethnic origin of our corps,sadness
don be afraid of the space between your dream and reality if you can dream it you can make it so,fear
fatgirlhealthy mbscbill so that what do to use violence and intimidation for polictical agenda aka terrorism,fear
daniqays ajenews ohh so here come sense from terror supporting stone pelting vandalizing ppl who gather b protest to announce,fear
bowkermorgan awe thanks morgs love lot girly,fear
i feel like am drowning depression falure worthless,fear
purplereplisol meden is frowning at you with her non existent face,sadness
nm_nicknocturne incentivise people to roam the internet being morally offended a if they didn do it enough already,anger
untypical kinda friday dull,sadness
colmjoconnor well it wa after my heyday too m afraid wa expecting st baby reckon now aged gulp m so old,joy
no episode today whilst editing there wa power outage we will rebuild tomorrow podcast lost editing fail tomorrow,sadness
ruthwalford you may be right but since year the bad event begin with i privately hoping we ve got at least z to go st optimism,joy
idk why but this time around it so hard that it hurt already miss them all so much silly family friend,fear
we floated like butterfly now you sting like bee,anger
god love spring of one dat sunk his whole estate for paltry bribe of single apple yet proud of our ancestry,sadness
anyone know how the mariner did today the mood here seems strangely jubilant a meatloaf say out of ain bad unless you win one,joy
_juliasteiner yes right mean wish you hadn been discouraged to see mikeandmolly because so many parallel really,sadness
all hell is breaking loose in charlotte charlotteprotest looting,anger
it serf gloomy higher than the wolf of the village,sadness
scdesc yup and val basically ignoring the recipe m just done keep bursting into laughter x,joy
morning all of course it is sunny on this monday morning to cheerfully welcome u back to work,joy
lemonlover shit doesn even begin to describe these fiery little demon straight from hell,anger
agirlhasno_name mdlmurray shot by black police woman typical looney toon thinking hillary divide anger chaos,anger
keitholbermann depressing how despicable trump with no policy campaigning on bigotry amp rancour can be so close evil immoral disaster,sadness
bokunogio and his momma wa worse than tony soprano momma wow sad history major,sadness
daniel_sankey hayleyp haha actually after the doggy m barracking for anyone but gws bitter,anger
the man who is pessimist before know too much if he is an optimist after it he know too little mark twain,sadness
charlotte young amp restless applaud ur fire bt always respectful of authority police elder parent violence not the way,fear
riggs dumb as hell lolol lethalweapon,joy
shieldscap lt steve between his foot feeling blush sting his cheek can undress myself thank you very much he snapped gt,anger
i feel ghastly and m really hoping it just post birthday slump back to full research mode tomorrow either way,fear
every time hear jtkantor organ kick in on the new sayswhopodcast break into the goofiest smile,joy
so ranger celtic ll,anger
eft is the single most effective tool ve learned in year of being therapist dr curtis steele psychiatrist stress anxiety,fear
mdivincenzo he stupid hate him lol,anger
matthew ncould somebody shoot video about it nit could be of those horror video but in the same time turning many christ,fear
connivers blind to existential fury,anger
be quick to listen slow to speak and slow to anger,anger
chriswarcraft specie cf don jr refugee skittle know he like his snack but even gop frown on talking about eating human lizardscum,anger
ahs every minute ve been saying nope nope d be gone by now move or gtfo so thank you for the fear,fear
can start good day without cup of tea n tea day goodday,fear
trust me to lose my wallet and have to call lifeguard amp swimmer social early a vc ysjfc nightmare,fear
pakistan is terrorist state carry out war crime india to un unga terrorism un,fear
sundersays made me laugh that quote in sort of rueful way,sadness
nooooo poor blue bell not again sad,sadness
democracy doesn work mob mentality mass hysteria fear mongering oligarchy,fear
narcissusheiyan maybe it have been different if stayed for sixth form but still the oppressive architecture uninteresting people,sadness
watch this amazing live ly broadcast by katyy mae musically,joy
my fav movie are horror but they don make them like they used too haven seen great one in year,fear
aroseblush hello nthe bigger the bully the more crocodile tear bully always act like offended victim,anger
ukblogawards modishmale would always be honest but it great to feedback opinion to the brand don want to offend them bloghour,anger
mchorsefayse bockaguyjim generalgoodsman nevernotdavid so you were owned by loser on twitter sad,sadness
the majority of my client have family partner day job life and write their beautiful book gratitude hardwork,fear
multitasking may have to induce these seed of mine to sleep,fear
groundswellcle clevelandcnbc kingjames mavcarter springhillent boughb revitalize clevelandhustles daunting task hustle,fear
mendiphillsaonb do we think the swallow and swift have gone photo night ago not seen since autumn,sadness
annafifield washingtonpost all hand on deck at the post and in the msm a trump start to lead in oh fla nc nv co panic,fear
realtimbooth ve never been fond of having dark eye until seeing this share,sadness
undeadlayne lauren_southern all the bully,fear
watched tna for the first time in long time what the hell happened to the hardyboys impactonpop wwe terrible,fear
jaredwyand trump wasn laughing anyway his expression never changed he wa smiling because it wa moment of levity nothing racist,joy
theonesoleshoe that is one thing but attacking and hating is worse that make u just like the angry vengeful behavior we detest,anger
i can even right now bb rage,anger
if angelina jolie can keep man no one can today we mourn because love is dead,sadness
no pessimist ever discovered the secret of the star or sailed to an uncharted land or opened new doorway for the human spirit keller,sadness
kelly_welles they were brilliant weren they made me feel dull not having one and why no tattoo emoji this ll have to do x,sadness
you ever just find that the people around you really irritate you sometimes that me right now,anger
donlemon listening to these politician is making me so angry m so fucking tired of political speak by career politician patmccrorync,anger
my mind always seems to work it best at night restless,fear
churdallan fucked my coupon that goal raging,anger
damnpatriot you re po for rejoicing in someone death,joy
background suffered bit at time of stress always bit shy about year ago aged wa made redundant that when it started,fear
etherealmystic_ she wa winning this war that had been raging on inside of his mind the desire and love all rolling into something he,anger
throwback to when khloe kardashian wa host on the factor and she wa fucking terrible at it,fear
turoturok we re glad to hear that everything is resolved if you need anything else please do not hesitate to reach out to u ty,fear
antoboyle so wish you could someday come to spain with the play can believe m not going to see it sad,sadness
good morning chirpy springequinox and your pensive sister autumnequinox perfect day however it is expressed thebeautyofbalance,sadness
doe anyone know are both sims in dual sim phone both locked to the same network worry,fear
hey papajohnsuk ve been charged on my credit card an order which never arrived last friday any chance of refund,fear
if you think reason will prevail in this election remember that hitler wa elected by what wa then wholly reasonable society fear,fear
lady gaga fucking followed have been waiting for this day for age it fucking happened im shaking thank you so much ladygaga,fear
someone teach me how to cheer someone up,joy
hartramsey uplift if you re still discouraged it mean ur listening to the wrong voice amp looking to the wrong source look to the lord,sadness
india should now react to the uri attack revenge,anger
an amityaffliction kind of drive home from work today dailyfeels,fear
favourite quote of the year so far is by ameliameech swore at parsnip,anger
erinandrews you on dwts you make my night every show hilarious,joy
sir my concern is not whether god is on our side my greatest concern is to be on god side for god is always right abraham lincoln,fear
my roommate it okay that we can spell because we have autocorrect terrible firstworldprobs,fear
but guess what m sober,sadness
patriotsinform don see why you think we ll have dumbed down simplified offense with brissett he come from very complicated system,anger
carl_diggler tmz_sports thank you for saying what others are afraid to say carl big fan,fear
i feel like no one is out there on twitter for me can anyone see what write sadness rant,sadness
twlldun bbcquestiontime jacobreesmogg leicesterliz normanlamb carolinelucas juliahb oh god not brewer again the horror the horror,fear
now that the word is normalized by the medium just wow no word for this no word for this frog been boiling in the pot via medium,anger
cesarsampao thisisbolton don get me started on town centre used to go every week not been for month,fear
making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist college,sadness
new madden video wa gonna be up but xbox is being an ahole and not going through struggle,anger
i ve realized my anxiety is at an all time high when m in my office feel prisoned here and pick up on bad energy,fear
tabstamlyn lara_hunt will next time ll make sure everything is sparkling clean,joy
winner champion school lastyear gouniversity university me dark black webstagram blackandwhite,sadness
tgif hope everyone that need to find recovery can and that our friend stay sober this weekend rebostreatment blvdcenters,sadness
today kudos to jaime garcia on fine outing encouraging last week judo to jaime garcia for dismal outing discouraging,sadness
watch this amazing live ly broadcast by izzybuzy lively musically,joy
jetmisstee thought peeped him on your snap that the homie lol,anger
second episode of ahs here go panic,fear
shopgreenwich ldf what shall we do this weekend spraypainting in greenwichmarket with snub core lilylou fret amp benoakley,sadness
sahartherapper unfollowed without hesitation lt,fear
epipen when public outrage occurs expand pap patient assistance progrm coupon rebate gopoversight oversightdems on mylan epipen,anger
some of the casuals tweet that vic ha faved are making me gag,anger
pronounced_ing however am pretty sure my over excitement did not help your bullet journal fright,fear
joeybarton remember joey slagging england player off bringing out book after crap tournament same same crap player,fear
